rate,title,category,count,brief,author
 图书 / 虚构 ,"经历数载的对抗交锋，杰森•伯恩的宿敌“胡狼”卡洛斯终于突破重重封锁，发现了伯恩的真实身份：语言学教授大卫•韦伯。而这一次胡狼甚至连伯恩的妻儿也不放过！为了保护家人，也为了终结…
",伯恩的通牒,2,,,
 图书 / 虚构 ,"本书是系列小说《嗜血法医》系列的第四部。讲述的是主人公法医德克斯特，白天是侦破各种案件的探案高手，晚上则化身为杀手，选择那些劣迹斑斑的恶魔下手，为民除害。本部小说中，德克斯特终于…
",嗜血法医（第四季）,1,,,
 图书 / 虚构 ,"1787年，英国皇家海军邦蒂号（Bounty）船长威廉·布莱受命前往塔希提。塔希提的风光是如此的美好，以至于船员们不愿离开，愤而哗变。船长和忠于他的船员被抛到小船上，在海上漂泊良久，仅凭一…
",叛舰喋血记,,,,
 图书 / 虚构 ,"在德拉诺世界，强壮、悍勇而独立的霜狼氏族不得不面对越来越严酷的寒冬，可以捕猎的兽群也日益稀少。就在此时，神秘的陌生人古尔丹来到霜火岭，告诉霜狼兽人，有一个富饶的新世界可以供他们尽…
",魔兽：杜隆坦,5,,,
 图书 / 非虚构 ,"犀利独特的视角，关注电影最热、最具争议的话题，大卫?波德维尔和克里斯汀·汤普森夫妇用清晰风趣的语言，严谨的思考态度，从电影产业、电影写作、电影艺术、电影叙事与风格、电影评鉴和展望…
",观照电影：艺术、评论和产业的观察,,,,
 图书 / 虚构 ,"《爱与黑暗的故事》被公认为以色列作家阿摩司 奥兹最优秀的作品，促使奥兹一举夺得歌德文化奖和阿斯图里亚斯王子奖，已被译成近三十种语言。这是关于两个好人的故事，“我”的父亲和母亲。关…
",爱与黑暗的故事,1,,,
 图书 / 虚构 ,"平静的艾泽拉斯正处在战争的边缘。 这个世界的原生文明面对着一个恐怖种族的入侵：兽人战士们逃离他们濒死的家园，意欲在新的世界中驻足繁衍。当连接两个世界的传送门洞开，大门一面是制造毁…
",魔兽,10,,,
 图书 / 虚构 ,"陈乔恩、王凯、乔任梁领衔主演 年度时尚浪漫爱情大剧《放弃我，抓紧我》同名小说 婚纱的款式有很多种，公主型、鱼尾型、抹胸型…… 爱情的样子也有很多种，浪漫的、悸动的、心酸的…… 这…
",放弃我，抓紧我（下）,3,,,
 图书 / 虚构 ,"《昆仑纵队》一书描写了1947年到1948年。胡宗南率领30万国民党部队对我西北解放区大举进攻。驻扎在延安的中央军委决定放弃延安城，转战陕北。为了保密，中央军委化名“昆仑纵队”，最终毛主席…
",昆仑纵队 (电影《巍峨昆仑》原著),,,,
 图书 / 虚构 ,"世界上最隐秘的情报部门——美国国家安全局（NSA）斥巨资建造了一台可以破解一切密码的机器——万能解密机。这台超级电脑帮助NSA挫败了无数恐怖分子的阴谋，但这台电脑也能截获普通人的电子邮…
",数字城堡,13,,,8.6
 图书 / 虚构 ,"一瞥之下，过去与未来轰轰然同时并至，我的意识成为长达半个世纪的灰烬，时间未至已成灰。五十年诸般纷纭并发眼底，我的余生尽在其中。还有，你的一生。 特德·姜著，李克勤等译的《你一生的…
",降临,6,,,
 图书 / 虚构 ,"作者曹桂林先生便是八十年代初赴美成功的新移民。他根据自己的真实经历写下了这部真切、动人、细腻而富有激情的长篇小说。 经典原著畅销100万册，《北京人在纽约》八十年代初，一个年轻的北…
",北京人在纽约,11,,,7.8
 图书 / 非虚构 ,"本书是一本军事电影集，也是一本武器集。在几十部出现武器装备的电影中，不同种类的枪、军舰、航母、直升机等，都是作者研究的对象，作者以其丰富的知识和独特的视角，对这些武器的外观造型、…
",电影中的武器,12,,,7.4
 图书 / 虚构 ,"一个关于成长的故事。在一个别人眼里的白色世界里，他们在长大。而这个世界，究竟是什么颜色？曾经永远发表'特别精辟的评论'的'聪明'女孩说——我曾经以为我什么都懂，原来，我曾经对这个世界…
",长大,17,,,9.4
 图书 / 虚构 ,"改编自本书的同名电视剧《兰陵王妃》正在湖南卫视热播，由新生代偶像张含韵，陈奕，沈建宏等主演。 一场国与国之间的权力争斗，一件改天换命的上古至宝，一个谜一样女子的情缘纠缠。初相见…
",兰陵王妃,4,,,
 图书 / 虚构 ,"以南北战争未背景的书很多，但像玛格丽特·米切尔的《飘（英汉双语版共2册）》一样影响之大的却甚少。我觉得*重要的还是它的现实意义，是战后美国女性意识的觉醒。本书以女性的视角看待战争，…
",飘：英汉双语版,,,,
 图书 / 虚构 ,"海归的高管，初入职场的乖乖女，犯傻的小职员，胡同里不能低下头的公主加上富二代的小奸商。 五个性格迥异的女生，五种不一样的青春，在一栋名为欢乐颂的公寓里，上演着关于成长，关于爱情，…
",欢乐颂.典藏版 1,14,,,7.8
 图书 / 非虚构 ,"《神探夏洛克》是BBC热播剧《神探夏洛克》的官方指南。 主要讲述了这部剧作的创作过程，以及在拍摄过程的种种。剧组出这本书是为了更加立体地塑造人物，而不仅仅是为了满足粉丝一探剧中内幕…
",神探夏洛克,14,,,7.4
 图书 / 虚构 ,"两个背景不同、性格迥异的女子小燕子和紫薇相遇在几次混乱中，莫名地一见如故，结拜为姐妹。这时，小燕子才知道紫薇千里迢迢来找寻的父亲，竟是当今圣上乾隆！…… 琼瑶，本名陈喆，台湾最…
",还珠格格：第一部（上）,1,,,
 图书 / 虚构 ,"传奇特工007－詹姆斯·邦德驰骋荧屏40年，经典电影原著小说中国大陆首次引进出版、震撼登陆。 詹姆斯·邦德横空出世——他是《第七情报员》，“全世界最有魅力的男演员”、国际著名影星肖恩…
",007谍海系列：第七情报员,1,,,
 图书 / 虚构 ,"遇见一个人，是爱的开始，更是成长的开始。 爱上对的人，你不仅爱上他，也会爱上自己。 没有恐惧、不需猜疑、不用卑微、可以勇敢。 这便是我导演《我是女王》这部电影的初衷。 ——伊能静…
",我是女王,2,,,
 图书 / 虚构 ,"露西与埃德蒙借住在讨厌鬼尤斯塔斯的家里。三个孩子通过一幅画着大船的画来到纳尼亚，与凯斯宾国王和老鼠勇士雷佩契普等人一起乘着黎明踏浪号一路东行，寻找七位爵爷的下落，并探索未知的东方…
",纳尼亚传奇：黎明踏浪号,,,,
 图书 / 虚构 ,"《纽约时报》畅销书 Netflix倾力打造的同名美剧获评2014及2015年度十佳美剧 《女子监狱》由作者依据自己的亲身经历写就：十年前，刚刚大学毕业、一心只求冒险的帕波无意中结识了一名女毒贩…
",女子监狱,,,,
 图书 / 非虚构 ,"本书分为六个篇章，事关童年回忆、生活、文创、娱乐圈、政事，是作者对自己的人生经历，对台湾的社会生活，对两岸娱乐圈，以及文创工作的精彩解读。 在每一个篇章开启前，透过文字与图片传达…
",我住宝岛一村,9,,,
 图书 / 虚构 ,"《沉香山》是作者凡一平的中篇小说集。书中收录了他的作品，其作品构思精巧，情节曲折起伏，可读性强，充分展示了作者高超的故事架构能力和创作技巧。小说都已销售出影视版权，其中两部正在拍…
",沉香山,1,,,
 图书 / 虚构 ,"人到中年的布丽吉特·琼斯已经是两个孩子的母亲，爱人马克·达西因为意外去世，BJ不得直面单身母亲的重任，照顾一双子女，并且在日常的琐碎中渐渐消耗生命。在好友的劝说下，BJ注册了推特帐号…
",BJ单身日记3：为君痴狂,2,,,
 图书 / 虚构 ,"本书记录了T. E.劳伦斯在沙漠中的战争回忆，被公认为“英语文学中最伟大的现代史诗”。第一次世界大战爆发后，劳伦斯毅然放弃考古工作，进入开罗军事情报部，负责中东地区的情报收集及战略建…
",智慧七柱Ⅰ,1,,,
 图书 / 非虚构 ,"《电影密码》是马原以电影理论为题材的随笔，讲述了剧本的欣赏与创作、视角与结构、蒙太奇的运用等论题。 书中对多位电影大师：安东尼奥尼、希区柯克、卓别林、让一雅克·贝奈克斯、曼彻夫斯…
",电影密码,2,,,
 图书 / 虚构 ,"陈乔恩、王凯、乔任梁领衔主演 年度时尚浪漫爱情大剧《放弃我，抓紧我》同名小说 婚纱的款式有很多种，公主型、鱼尾型、抹胸型…… 爱情的样子也有很多种，浪漫的、悸动的、心酸的…… 这…
",放弃我，抓紧我：全2册,3,,,
 图书 / 虚构 ,"《悲惨世界》(套装上下册)通过冉阿让等人的悲惨遭遇以及冉阿让被卞福汝主教感化后一系列令人感动的事迹，深刻揭露和批判了19世纪法国封建专制社会的腐朽本质及其罪恶现象，对穷苦人民在封建重…
",悲惨世界（中）,6,,,
 图书 / 非虚构 ,"在北京电影学院有一门各系学生必修的课程：“影片分析课”。该课受到学生们的热烈欢迎。本书是该课主讲教员的部分讲义。 本书是一部影片读解著作，作者以其深厚的电影功力和对电影制作的深入…
",荣誉：影片《美国往事》读解,2,,,
 图书 / 虚构 ,"书恒的离开，让依萍仿佛伫立在四周空寂无人的荒野中，忘了空间，也忘了时间，在这烟雨濛濛的穹苍里，她找不到已失落的自己……这是一段引人入胜、动人心弦、催人泪下、婉约缠绵的爱情故事。 …
",烟雨濛濛,2,,,
 图书 / 虚构 ,"上官警我本是蜀山三杰之一，却因爱妻横死，伤心入魔。玉无心原是深情少女，却被迫成为断情绝爱的复仇使者。乡村猎户丁隐原与妻子小玉伉俪情深，却因机缘巧合身怀赤魂石，跌入命运渊薮，更与玉…
",蜀山战纪之剑侠传奇（第二部）,1,,,
 图书 / 虚构 ,"本书出版于1940年，是作者第二部以私家侦探马洛为主角的小说，三次改编为电影，另有舞台剧和广播剧版本。 马洛遭逢了凶悍的对手。正当他准备从一件平凡的案子中抽身时，却发现自己在正确的时…
",再见，宝贝,,,,
 图书 / 虚构 ,"本书记录了T. E.劳伦斯在沙漠中的战争回忆，被公认为“英语文学中最伟大的现代史诗”。第一次世界大战爆发后，劳伦斯毅然放弃考古工作，进入开罗军事情报部，负责中东地区的情报收集及战略建…
",智慧七柱Ⅱ,,,,
 图书 / 虚构 ,"20世纪50年代的伦敦东区人们，过着艰苦的生活。22岁的助产士詹妮•李来到这里，遇见了志同道合而性格迥异的同事与修女，也在逐渐融入当地人们的生活的过程中，见证了他们时而让人哀伤心碎、…
",呼叫助产士,11,,,8.0
 图书 / 虚构 ,"这是一个高富帅和白富美的圈子，他们生下来便拥有一切，也注定被生意与争斗紧紧捆绑。在他们的人生里，没有相互喜欢，只有出于家族需要的联姻，这是坐拥一切的代价。可是，一定要向命运屈服吗…
",继承者们（下）,,,,
 图书 / 虚构 ,"两个背景不同、性格迥异的女子小燕子和紫薇相遇在几次混乱中，莫名地一见如故，结拜为姐妹。这时，小燕子才知道紫薇千里迢迢来找寻的父亲，竟是当今圣上乾隆！……宫中的冒牌格格小燕子日渐得…
",还珠格格1-3部（套装共8册）,,,,
 图书 / 非虚构 ,"关于情节，我们最经常能听到的“经典”定义便是亚里士多德的《诗学》中所说的“情节是悲剧的第一原则，也可以说是悲剧的灵魂”。还有另外一个人们广为引用的定义：“情节，即人物之间的联系、…
",影视剧作艺术,,,,
 图书 / 非虚构 ,"写影视剧本的人必须掌握视听语言，要学会用声画结合的方式去讲故事；三是，因为影视是时间和空间相结合的艺术，因此写影视剧本的人必须具备影视的时空结构意识，要学会用时空的变化去结构剧本…
",电影编剧学,2,,,
 图书 / 虚构 ,"次意外，让事业有成、生活幸福的丁邵峰结识了孟小凡，孟小凡辛酸艰难的生活使丁邵峰同情，二人逐渐相识、相爱。这段不该发生的婚外情给丁邵峰的妻子安露带来了巨大的痛苦。此时，黑暗中有一双…
",昏迷不醒,2,,,
 图书 / 虚构 ,"《悲惨世界》(套装上下册)通过冉阿让等人的悲惨遭遇以及冉阿让被卞福汝主教感化后一系列令人感动的事迹，深刻揭露和批判了19世纪法国封建专制社会的腐朽本质及其罪恶现象，对穷苦人民在封建重…
",悲惨世界（上）,16,,,10.0
 图书 / 虚构 ,"《钢铁是怎样炼成的》是苏联作家尼古拉·奥斯特洛夫斯基根据自己亲身经历写成的一部优秀小说。主人公保尔·柯察金所走过的道路，反映了苏联第一代革命青年不怕困难、艰苦奋斗、勇于胜利的大无…
",钢铁是怎样炼成的,,,,
 图书 / 虚构 ,"《闯关东2》讲述了：1931年到1949年，是中国现代史上极为重要的一段时期：百余年来，中华民族第一次打败了外国侵略者，获得民族独立，实现了民族解放；中国人民彻底埋葬了黑暗腐朽的半封建、…
",闯关东2,,,,
 图书 / 虚构 ,"《神探夏洛克》是近年上映的英剧作品，主演“卷福”(本尼迪克特康伯巴奇）“花生”（马丁弗瑞曼）凭借该系列剧集一炮走红，后来分别在获奖影片《霍比特人》《模仿游戏》《为奴十二年》中担纲…
",神探夏洛克·3,,,,
 图书 / 虚构 ,"上古时代纷争不断，按照祭司的预言，两大部落“东夷”和“九黎”分别派出人马前往桃花坳寻找各自的天降玄女以增强实力。一对好友苏茉和芙儿从此背负不同命运，一个要保护九黎百姓，另一个则要…
",山海经之赤影传说 第二部,1,,,
 图书 / 非虚构 ,"本书是王伟忠先生在台湾《今周刊》杂志专栏上所写的文字结集。从台湾娱乐教父到大陆《中国梦之声》的评委，从娱乐领域的创意无限到文创领域的整装待发，他在书中讲述了自己年近六十仍然不断探…
",我很怕，但我还有勇气！,4,,,
 图书 / 非虚构 ,"《盖世太保枪口下的中国女人》，这是一段真实的历史，也是一个传奇的故事。 五十多年前，女主人公为追求科学与理想，从中国到比利时留学。不料战争爆发，比利时被德国纳粹占领。主人公从此投…
",盖世太保枪口下的中国女人,1,,,
 图书 / 虚构 ,"吉尔和尤斯塔斯为了躲避坏学生的恶作剧，逃入一扇通往荒野的小门，却到了另外一个世界的悬崖边。原来是阿斯兰召唤他们来接受一个任务：寻找老国王失踪已久的王子。 随后吉尔和尤斯塔斯踏上秘…
",纳尼亚传奇：银椅,1,,,
 图书 / 虚构 ,"本书是电视剧《一触即发》的原著小说，云谲波诡的上海滩，一对孪生兄弟阿初、阿次因家族惨案而从小分离。哥哥阿初自幼寄人篱下，刻苦努力的他最终成为了医学博士。弟弟阿次虽身在豪门，却并无…
",一触即发,4,,,
 图书 / 虚构 ,"一个风雨飘摇的年代，一座沧桑斑驳的老城，一位风华绝代的佳人，一个“尖酸刻薄”的养母，一段剪不断理还乱的情感纠葛，一种催人泪下却无血缘关系的亲情，一个乱世与佳人、苦情与励志的传奇故…
",北方有佳人,1,,,
 图书 / 虚构 ,"本书是我国第一部反映看守所生活的电视连续剧《看守所》同期图书，它撩开电网高墙的神秘面纱，将镜头对准光明与黑暗交织的角落，真实地记录下看守所平静安宁下激流汹涌的生活，描绘了一个个平…
",看守所,,,,
 图书 / 虚构 ,"南明离火剑神秘失踪，封印西域魔宗的法力削弱，蜀山五骑辞师寻剑，寻剑险途，杀机四起。马贼掳走青云紫英，大荒八魔重现藏经阁，诡异武当人人自危，紫英险入魔道，丹辰子偷剑被俘，丁隐身陷八…
",蜀山战纪之剑侠传奇（第三部）,1,,,
 图书 / 虚构 ,"这是一个高富帅和白富美的圈子，他们生下来便拥有一切，也注定被生意与争斗紧紧捆绑。在他们的人生里，没有相互喜欢，只有出于家族需要的联姻，这是坐拥一切的代价。可是，一定要向命运屈服吗…
",继承者们：全2册,1,,,
 图书 / 虚构 ,"《天台》的故事发生在一个复古怀旧的虚拟时空，故事描述着两种人生，一种是住在天台上的人，他们天天载歌载舞，过着无忧无虑的日子；而住在天台下的人，却是比较有钱有势利。住在天台的医馆穷…
",天台,1,,,
 图书 / 虚构 ,"上古时代纷争不断，按照祭司的预言，两大部落“东夷”和“九黎”分别派出人马前往桃花坳寻找各自的天降玄女以增强实力。一对好友苏茉和芙儿从此背负不同命运，一个要保护九黎百姓，另一个则要…
",山海经之赤影传说 第三部,2,,,
 图书 / 虚构 ,"上古时代纷争不断，按照祭司的预言，两大部落“东夷”和“九黎”分别派出人马前往桃花坳寻找各自的天降玄女以增强实力。一对好友苏茉和芙儿从此背负不同命运，一个要保护九黎百姓，另一个则要…
",山海经之赤影传说,,,,
 图书 / 虚构 ,"海归的高管，初入职场的乖乖女，犯傻的小职员，胡同里不能低下头的公主加上富二代的小奸商。 五个性格迥异的女生，五种不一样的青春，在一栋名为欢乐颂的公寓里，上演着关于成长，关于爱情，…
",欢乐颂.典藏版 2,12,,,7.4
 图书 / 虚构 ,"《走出非洲》是丹麦作家凯伦·布里克森在1937年发表的自传体小说，描绘了1914年至1931年，作者在非洲经营咖啡农场的故事。她匠心独运，将众多的人、事、景、物融于一炉，字里行间流露着对非洲…
",走出非洲,1,,,
 图书 / 虚构 ,"一个偶然的机会，穷作家尼克闯入了挥金如土的大富翁盖茨比隐秘的世界，他惊讶地发现，盖茨比内心唯一的牵绊竟是河对岸那盏小小的绿灯——灯影婆娑中，住着心爱的黛茜。然而黛茜早已不是旧日的…
",了不起的盖茨比,8,,,
 图书 / 虚构 ,"文隽监制、马伟豪执导，悬疑大师蔡骏同名作品改编，由张俪、锦荣、李子峰、安悦溪、李若彤、汪小敏等联袂主演的奇幻爱情片《蝴蝶公墓》于2017年10月20日唯美上映！ 传说中，每座城市都有一个…
",蝴蝶公墓（影视版）,6,,,
 图书 / 非虚构 ,"本书为电视剧同名小说。小说围绕一段真实的历史事件——粉碎日本制定的刺杀斯大林的“猎熊行动”计划，《马迭尔旅馆的枪声》讲述了二战前夕，共产国际情报机关在哈尔滨与日伪特务机关展开的一…
",马迭尔旅馆的枪声,,,,
 图书 / 非虚构 ,"《影视剧作艺术教程》，本书对影视剧本的写作进行全面的讲解，包括情节、人物设置、剧本构成、剧本写作等内容。本书内容翔实，印证丰富，可读性强。 本书作者：周涌、何佳。 周涌：中国传…
",影视剧作艺术教程,1,,,
 图书 / 虚构 ,"小女孩露西无意间躲进了衣橱里，她往里走，往里走……忽然，她发现自己竟然站在冰天雪地里——她来到了纳尼亚。这时的纳尼亚终年寒冬。 白女巫拥有可怕的魔法，她将反抗者们都变成了石头。古…
",纳尼亚传奇：狮子、女巫和魔衣橱,1,,,
 图书 / 虚构 ,"乾隆二十五年，新疆王将掌上明珠含香献给乾隆皇帝。小燕子、紫薇、永琪、尔康得知含香和心上人蒙丹的相恋故事，竟路见不平，决定要助有情人终成眷属，甚至把蒙丹偷带入宫…… 琼瑶，本名陈…
",还珠格格：第二部之风云再起,,,,
 图书 / 虚构 ,"毕业于重点大学金融专业的女研究生林无敌，因为相貌的问题，屡次求职受挫。但家庭经济的困难让她不得不愈挫愈勇，继续四处投递简历，直到国内著名的广告公司“概念”给她打来了面试的电话。不…
",丑女无敌：小说版（第1季）,1,,,
 图书 / 虚构 ,"在纳尼亚的大锅潭瀑布，阴险狡诈的无尾猿速移假借阿斯兰的名义与卡乐门人勾结，企图占领纳尼亚，纳尼亚的国王缇瑞安被囚禁。一千年前以阿斯兰之名的召唤回到纳尼亚的七位王者进入缇瑞安的梦境…
",纳尼亚传奇：最后一战,,,,
 图书 / 虚构 ,"开始逃亡的日子厄运连连，狼狈不堪，但小燕子和紫薇等人都以冒险犯难的心情迎接每一个惊心动魄的时刻，不但沿路打抱不平、斗鸡赌钱，还忙着卖艺赚生活费，破解小燕子的身世之谜，简直比在皇宫…
",还珠格格：第二部之浪迹天涯,,,,
 图书 / 虚构 ,"电视剧《买办之家》的热播，使观众对作者的身世产生了好奇。出生于天津卫买办之家的小少爷林希，二十世纪五十年代被打成年龄最小的胡风分子和学生右派，八十年代复出后以《相士无非子》、《高…
",家贼,4,,,
 图书 / 虚构 ,"乾隆二十五年，新疆王将掌上明珠含香献给乾隆皇帝。小燕子、紫薇、永琪、尔康得知含香和心上人蒙丹的相恋故事，竟路见不平，决定要助有情人终成眷属，甚至把蒙丹偷带入宫…… 琼瑶，本名陈…
",还珠格格：第二部之生死相许,,,,
 图书 / 虚构 ,"书恒的离开，让依萍仿佛伫立在四周空寂无人的荒野中，忘了空间，也忘了时间，在这烟雨濛濛的穹苍里，她找不到已失落的自己…… 这是一段引人入胜、动人心弦、催人泪下、婉约缠绵的爱情故事。
…
",烟雨濛濛,1,,,
 图书 / 虚构 ,"中国古典四大名著之一。原名《石头记》，在贾、史、王、薛四大家族兴衰的背景下，生动深刻地描绘了“木石前盟”“金玉良缘”的爱情悲剧，塑造了贾宝玉、林黛玉、薛宝钗、王熙凤等个性鲜明的艺…
",红楼梦（绣像珍藏本·共2册）,,,,
 图书 / 虚构 ,"小说《巴黎圣母院》艺术地再现了四百多年前法王路易十一统治时期的真实历史，宫廷与教会如何狼狈为奸压迫人民群众，人民群众怎样同两股势力英勇斗争。小说中的反叛者吉卜赛女郎爱斯美拉达和面…
",巴黎圣母院,1,,,
 图书 / 虚构 ,"蜀山五骑辞师寻剑，三大神剑认主归顺。武当山翠屏峰，青云妙计收剑灵，青索剑温顺地缠绕青云的手臂，化作一只青色的手镯，同时数道青色的耀眼光芒从手镯中升起，穿破洞顶，直指云霄。青崇山铸…
",蜀山战纪之剑侠传奇（第四部）,1,,,
 图书 / 虚构 ,"经过了一段的沉寂后，柳飞云与李晓峰合伙开了家只有一名员工的皮包公司。在整整亏损了三个月之后，他们饥不择食地接下了自开张以来的第一单生意：调查一具四处游荡的尸体！随后，便陷入到了一…
",密室之无可逃脱,,,,
 图书 / 虚构 ,"《悲惨世界》(套装上下册)通过冉阿让等人的悲惨遭遇以及冉阿让被卞福汝主教感化后一系列令人感动的事迹，深刻揭露和批判了19世纪法国封建专制社会的腐朽本质及其罪恶现象，对穷苦人民在封建重…
",悲惨世界（下）,6,,,
 图书 / 虚构 ,"《战地花开》长篇小说根据同名电视剧《战地花开》改编。故事置于抗战时期第一次湖南长沙保卫战的背景之下，围绕着一批年轻貌美且身份各异的姑娘们展开。 作者：李康
",战地花开,,,,
 图书 / 虚构 ,"这是法国十九世纪浪漫派领袖雨果继《巴黎圣母院》之后创作的又一部气势恢宏的鸿篇巨著。全书以卓越的艺术魅力，展示了一幅自1793年法国大革命至1832年巴黎人民起义期间，法国近代社会生活和政…
",悲惨世界（上）,,,,
 图书 / 虚构 ,"历来的红岩故事只写渣滓洞监狱中志士的慷慨悲歌、视死如归。本书另辟蹊径，以档案史料和真实的历史为背景，以小说的笔法描写了重庆解放初期渣滓洞刽子手潜伏、破坏，公安机关挖潜、追逃的惊心…
",追捕渣滓洞刽子手,,,,
 图书 / 虚构 ,"《基督山伯爵》（又称《基督山恩仇记》）主要讲述19世纪一位名叫埃德蒙·当泰斯的大副即将获得幸福却遭到无端陷害后的悲惨遭遇，以及日后以基督山伯爵身份成功复仇的故事。哥特式的故事情节、…
",基督山伯爵：下册,,,,
 图书 / 虚构 ,"永琪和知画要成亲了？促成婚事的竟是小燕子？！乾隆南巡，又发生了什么事？夏盈盈和乾隆的忘年之爱，掀起了怎样的轩然大波？才华横溢的知画，怎会进了皇宫，成为五阿哥的新娘？紫薇和尔康有了…
",还珠格格：第三部之天上人间（中）,,,,
 图书 / 虚构 ,"一个乡长的乡里故事。 我们都生活在一个又一个的圈子里，这圈子是用栅栏围成的，里面能看见外面，外面能看见里面。栅栏里是耕田，小麦、白菜、鲜花和杂草，都青翠翠地生长着…… 于文胜，男…
",大栅栏,,,,
 图书 / 虚构 ,"前往魔法之地纳尼亚的终极旅程，是同邪恶的大决战。 纳尼亚……那里最后的国王英勇奋战，当悲伤的道别化作欢歌……冒险重又开始。 一只无尾猿无意中拣到一张狮子毛皮，劝诱他的朋友——头脑…
",最后一战（中英双语）,1,,,
 图书 / 虚构 ,"这是一个高富帅和白富美的圈子，他们生下来便拥有一切，也注定被生意与争斗紧紧捆绑。在他们的人生里，没有相互喜欢，只有出于家族需要的联姻，这是坐拥一切的代价。可是，一定要向命运屈服吗…
",继承者们（上）,,,,
 图书 / 虚构 ,"女酿酒师花红被养父故意输给田树根，田树才代兄迎亲，新婚之夜，土匪陈三炮打劫田家，抢走新娘花红。田老爷临死留嘱永世不许田家向陈三炮复仇。花红酿的酒获国际金奖，有人在觊觎着田家酒坊，…
",花红花火,,,,
 图书 / 虚构 ,"《基督山伯爵》（又称《基督山恩仇记》）主要讲述19世纪一位名叫埃德蒙·当泰斯的大副即将获得幸福却遭到无端陷害后的悲惨遭遇，以及日后以基督山伯爵身份成功复仇的故事。哥特式的故事情节、…
",基督山伯爵：上册,2,,,
 图书 / 虚构 ,"尔康战死沙场？紫薇決定殉情相随？！清缅战争，永琪、尔康、萧剑都上了战场，付出怎样惨痛的代价？尔康战死沙场，紫薇的幸福在一剎那间瓦解崩裂，她将如何面对？萧剑、小燕子和乾隆间的杀父之…
",还珠格格：第三部之天上人间（下）,,,,
 图书 / 虚构 ,"故事以19世纪60年代美国南北战争和战后重建时期为背景，以女主人公郝思嘉曲折、哀婉的生活、爱情与婚姻故事为主线，描绘了内战前后美国南方人的生活。小说在描绘人物生活与爱情的同时，勾勒出…
",飘（下）（经典世界名著）,,,,
 图书 / 非虚构 ,"本书记录的，是短短六期“十八大观察”的节目内容。呈现的，是未来5年、10年甚至更长时间，中国前行的道路和方向。见证的，是一群有点疑惑，有点犹豫，有点忐忑，但最终还是选择勇往直前、突…
",为了美好生活新愿景：岩松夏丹十八大观察,,,,
 图书 / 虚构 ,"宫中的冒牌格格小燕子日渐得宠，宫外的正牌格格紫薇却妾身未明，为了让她们俩各归其位，尔康、永琪、尔泰不得不冒被杀头的危险，把紫薇送进宫中…… 琼瑶，本名陈喆，台湾最著名女作家、影…
",还珠格格：第一部（下）,,,,
 图书 / 虚构 ,"本剧荣获2001年肯尼迪中心美国大学生戏剧节二区编剧奖、2008年西北地区高中戏剧节最佳制作、最佳女主角、最佳女配角、最佳声效奖。 15岁的朱莉离家出走了，是为了逃离粗言秽语又酗酒成性的父…
",朱莉去哪儿了？,,,,
 图书 / 虚构 ,"两个背景不同、性格迥异的女子小燕子和紫薇相遇在几次混乱中，莫名地一见如故，结拜为姐妹。这时，小燕子才知道紫薇千里迢迢来找寻的父亲，竟是当今圣上乾隆！……宫中的冒牌格格小燕子日渐得…
",还珠格格第一部（套装全2册）,,,,
 图书 / 虚构 ,"乾隆二十五年，新疆王将掌上明珠含香献给乾隆皇帝。小燕子、紫薇、永琪、尔康得知含香和心上人蒙丹的相恋故事，竟路见不平，决定要助有情人终成眷属，甚至把蒙丹偷带入宫……中册：小燕子、紫…
",还珠格格第二部（套装全3册）,,,,
 图书 / 虚构 ,"千余年后的纳尼亚被入侵的台尔马人占领数百年，小矮人、树精、能言兽等逐渐绝迹。纳尼亚此时的国王米拉兹弒兄篡位，侄子凯斯宾王子一直被蒙在鼓里，后经家庭教师克奈尔斯博士相告才得知真相。…
",纳尼亚传奇：凯斯宾王子,,,,
 图书 / 虚构 ,"小燕子和紫薇婚后，到底发生了一些什么事？大而化之、状况不断的小燕子，能够当五阿哥的贤内助吗？乾隆南巡，又发生了什么事？夏盈盈和乾隆的忘年之爱，掀起了怎样的轩然大波？才华横溢的知画…
",还珠格格第三部（套装全3册）,,,,
 图书 / 非虚构 ,"《中国现代性的影像书写：新时期改革题材电视剧研究》重点从“主题思想”、“人物塑造”、“艺术叙事”、“现代性体验”、“艺术生产”和“艺术接受”等几个主要方面来揭示和阐述改革题材电视…
",中国现代性的影像书写,1,,,
 图书 / 虚构 ,"海归的高管，初入职场的乖乖女，犯傻的小职员，胡同里不能低下头的公主加上富二代的小奸商。 五个性格迥异的女生，五种不一样的青春，在一栋名为欢乐颂的公寓里，上演着关于成长，关于爱情，…
",欢乐颂. 典藏版 3,16,,,7.4
 图书 / 虚构 ,"在一夕之间,雨凤和雨鹃这对绝色的姐妹，竟尝尽人间最大的悲剧！展家二少爷的一把火，烧尽了寄傲山庄、烧死了父亲、更烧掉全部的希望。带着三个年幼的弟妹，柔弱的雨凤和倔強的雨娟怎么挑得起…
",苍天有泪（套装全3册）,,,,
 图书 / 虚构 ,"穷苦男孩沙斯塔和能言马布里一起逃离卡乐门，前往幸福的国度纳尼亚。在狮子的追赶下，他遇到阿拉维斯和她的能言马赫温。他们结伴同行，但刚走到塔什班城，沙斯塔和阿拉维斯的原定计划就被打乱…
",纳尼亚传奇：能言马与男孩,,,,
